address,name,lat,lng,visit,category,sub_category
서울 종로구삼일대로 464,운현궁 화장실,37.5761402,126.9869738,0,화장실,공중화장실
서울 종로구율곡로 10길 13,서울무형문화재교육전시장 화장실,37.5769098,126.9910899,0,화장실,공중화장실
서울특별시 종로구 종로1가 54 종각지하철역사,종각역(1),37.5697987,126.9837167,0,화장실,공중화장실
서울특별시 종로구 종로1가 54 종각지하철역사,종각역(1),37.5697987,126.9837167,0,화장실,공중화장실
서울특별시 종로3가 10-5  1호선 종로3가역(1호선),종로3가역(1),37.570436,126.992148,0,화장실,공중화장실
서울특별시 종로3가 10-5  1호선 종로3가역(1호선),종로3가역(1),37.570436,126.992148,0,화장실,공중화장실
서울특별시 종로구 종로5가 82-1 1호선 종로5가역,종로5가역(1),37.570988,127.001921,0,화장실,공중화장실
서울특별시 종로구 창신동 492-1 1호선 동대문역(1호선),동대문역(1),37.5717429,127.0111694,0,화장실,공중화장실
서울특별시 종로구 숭인동 117 동묘앞역(1호선),동묘앞역(1),37.5732808,127.0166486,0,화장실,공중화장실
서울특별시 종로구 숭인동 117 동묘앞역(1호선),동묘앞역(1),37.5732808,127.0166486,0,화장실,공중화장실
서울특별시 종로구 숭인동 117 동묘앞역(1호선),동묘앞역(1),37.5732808,127.0166486,0,화장실,공중화장실
서울특별시 종로구 숭인동 117 동묘앞역(1호선),동묘앞역(1),37.5732808,127.0166486,0,화장실,공중화장실
서울특별시 종로구 적선동 81-1 3호선 경복궁역,경복궁역(3),37.5758199,126.9730579,0,화장실,공중화장실
서울특별시 종로구 안국동 155-2 3호선 안국역,안국역(3),37.576696,126.9858036,0,화장실,공중화장실
서울특별시 종로구 묘동 59 종로3가역(3호선),종로3가역(3),37.570436,126.992148,0,화장실,공중화장실
서울특별시 종로구 묘동 59 종로3가역(3호선),종로3가역(3),37.570436,126.992148,0,화장실,공중화장실
서울특별시 종로구 명륜4가 96-5 4호선 혜화역,혜화역(4),37.581893,127.0019528,0,화장실,공중화장실
서울특별시 종로구 종로6가 287-1 동대문역(4호선),동대문역(4),37.5703848,127.009529,0,화장실,공중화장실
서울특별시 종로구 평동 210 서대문역,서대문역(5),37.5661698,126.9669625,0,화장실,공중화장실
서울특별시 종로구 세종로 1-90 광화문역,광화문역(5),37.5709047,126.9780327,0,화장실,공중화장실
서울특별시 종로구 낙원동 126 종로3가역(5호선),종로3가역(5),37.5725409,126.9897485,0,화장실,공중화장실
서울특별시 종로구 창신동 263-2 동묘앞역(6호선),동묘앞역(6),37.5729495,127.0156058,0,화장실,공중화장실
서울특별시 종로구 창신동 20-8 창신역,창신역(6),37.5791968,127.0153255,0,화장실,공중화장실
서울 종로구종로 지하 73,종각,37.5701735,126.985657,0,화장실,공중화장실
서울 종로구창경궁로 지하 85,종로4가,37.5804748,127.0006967,0,화장실,공중화장실
서울 종로구종로 지하 200,종오,37.5701735,126.985657,0,화장실,공중화장실
서울 종로구율곡로 지하 308호,동대문,37.574971,126.9981589,0,화장실,공중화장실
서울 종로구종로38 서울글로벌센터,서울글로벌센터,37.56982319,126.9814806,0,화장실,공중화장실
서울 종로구세종로80-1,세종로공영주차장,37.573361,126.9758539,0,화장실,공중화장실
